Timestamp,How many years of software development experience do you have?,In what technologies are you proficient?,What university degree did you obtain?,"If applicable, what university(ies) did you attend?","What percentage of your work time do you spend developing software as opposed to performing other tasks like managing other people or projects, making sales, etc.?",Please select all that apply:,Referring to the company or project that you work for most of the time:,"If applicable, how many full-time employees does the company that you work for have?","If applicable, what's your job title at the company that you work at?","Excluding equity, how much money do you earn on a monthly basis?","Are you earning equity (stock, stock options, etc.)?"
1/15/2015 15:16:04,5 to 6 years,"C++, HTML/CSS, Java, Javascript, PHP, Python, Ruby, SQL, UML",Ingeniero de Sistemas,javeriana,70%,"I am employed full-time, I do freelance work, I am an entrepreneur",It's exclusively a Colombian company,10 - 19 employees, Development Engineer,"USD$1,000 - USD$1,999",No
1/18/2015 1:02:35,< 1 year,"C#, HTML/CSS, Java, Mobile apps (Android), PHP, SQL",Ingeniero de Sistemas,eafit,80%,I am employed full-time,It's exclusively a Colombian company,200 to 499 employees,,USD$1 - USD$999,Yes
1/18/2015 11:09:39,< 1 year,Javascript,Ingeniero de Sistemas,,50%,I do freelance work,It's a company located outside of Colombia,< 10 employees,,USD$1 - USD$999,No
1/15/2015 20:27:37,2 to 3 years,"HTML/CSS, Java, Javascript, Mobile apps (Android), Mobile apps (iOS)","I took some university classes, but did not graduate",Universidad Distrital FJDC ,80%,I am employed part-time,It's exclusively a Colombian company,< 10 employees,,"USD$1,000 - USD$1,999",Yes
1/15/2015 11:50:00,< 1 year,"C++, Java","I took some university classes, but did not graduate",,80%,I am employed full-time,It's exclusively a Colombian company,50 to 99 employees,Ingeniero de Sistemas,USD$1 - USD$999,No
1/16/2015 14:11:52,5 to 6 years,"Java, Javascript, Mobile apps (Android), Mobile apps (iOS), PHP, SQL, UML","I took some university classes, but did not graduate",Universidad de Antioquia,60%,"I am employed full-time, I do freelance work",It's exclusively a Colombian company,200 to 499 employees,Project Engineer,"USD$1,000 - USD$1,999",No
1/15/2015 22:17:42,1 to 2 years,"C#, SQL, Visual Basic",Other degree,,100%,I am employed full-time,It's exclusively a Colombian company,10 - 19 employees,Programador,USD$1 - USD$999,No
1/15/2015 12:53:06,3 to 4 years,"C#, HTML/CSS, Java, Javascript, Mobile apps (Android), Mobile apps (iOS), PHP, SQL",Other degree,Distrital,80%,"I am employed full-time, I do freelance work, I am an entrepreneur, I'm only coding for fun",It's exclusively a Colombian company,10 - 19 employees,,"USD$1,000 - USD$1,999",No
1/15/2015 17:35:56,4 to 5 years,C#,Other degree,Ing. en Desarrollo de Software,90%,I am employed full-time,It's exclusively a Colombian company,< 10 employees,Dir. Proyectos,"USD$1,000 - USD$1,999",Yes
1/15/2015 15:52:28,9 to 10 years,"HTML/CSS, Javascript, Python, SQL",I am still in high school,,70%,"I am employed full-time, I do freelance work",It's a multinational with presence in Colombia,20 to 49 employees,,"USD$2,000 - USD$2,999",No
1/15/2015 12:05:04,3 to 4 years,"C#, HTML/CSS, Java, Javascript, Mobile apps (Android), PHP",Ingeniero de Sistemas,Corporacion universitaria de ciencia y desarrollo Uniciencia Cali,90%,"I am employed full-time, I do freelance work",It's a company located outside of Colombia,10 - 19 employees,Front-end developer,"USD$1,000 - USD$1,999",No
1/16/2015 19:47:18,1 to 2 years,"ASP .NET, C#, HTML/CSS, Java, SQL, UML, Visual Basic",Other degree,SENA,100%,"I am employed full-time, I do freelance work, I'm only coding for fun",It's exclusively a Colombian company,10 - 19 employees,Ingeniero de Desarrollo,USD$1 - USD$999,No
1/16/2015 6:22:34,2 to 3 years,"C#, Java",Ingeniero de Sistemas,EAFIT,100%,I am employed full-time,It's exclusively a Colombian company,< 10 employees,,USD$1 - USD$999,No
1/15/2015 11:07:04,5 to 6 years,"HTML/CSS, Javascript, PHP, SQL, UML",Ingeniero de Sistemas,Tecnologico de comfenalco cartagena,50%,"I do freelance work, I am an entrepreneur",It's exclusively a Colombian company,< 10 employees,Webmaster,"USD$1,000 - USD$1,999",Yes
1/15/2015 11:01:16,5 to 6 years,"Javascript, PHP, Ruby",Ingeniero de Sistemas,Universidad del Valle,80%,"I am employed part-time, I do freelance work, I'm only coding for fun",It's exclusively a Colombian company,< 10 employees,,USD$1 - USD$999,Yes
1/16/2015 12:12:04,9 to 10 years,"ASP .NET, C#, C++, HTML/CSS, Javascript, PHP, Ruby, SQL, UML",Ingeniero de Sistemas,Universidad Distrital,80%,I am employed full-time,It's a multinational with presence in Colombia,200 to 499 employees,,"USD$4,000 - USD$4,999",No
1/20/2015 7:59:43,2 to 3 years,C#,Ingeniero de Sistemas,poli,50%,I am employed full-time,It's exclusively a Colombian company,20 to 49 employees,tuya,"USD$1,000 - USD$1,999",Yes
1/15/2015 10:19:34,4 to 5 years,"Java, Javascript, Mobile apps (Android), PHP, Python, SQL","I took some university classes, but did not graduate",Universidad del Valle,80%,"I am employed full-time, I am an entrepreneur",It's a multinational with presence in Colombia,10 - 19 employees,Web Development,"USD$1,000 - USD$1,999",Yes
1/15/2015 10:40:52,5 to 6 years,"C, HTML/CSS, Java, Javascript, PHP, Python, Scala, SQL, UML",Ingeniero de Sistemas,Nacional,60%,I am employed full-time,It's exclusively a Colombian company,100 to 199 employees,Developer,"USD$1,000 - USD$1,999",No
1/15/2015 19:20:26,3 to 4 years,"C++, HTML/CSS, Java, Javascript, Mobile apps (Android), PHP, Ruby, SQL, UML",Ingeniero de Sistemas,,80%,"I do freelance work, I am an entrepreneur, I'm only coding for fun, I am unemployeed",It's exclusively a Colombian company,< 10 employees,all,$0,No
1/15/2015 12:18:42,< 1 year,"HTML/CSS, Ruby",Ingeniero de Sistemas,,70%,"I do freelance work, I am an entrepreneur",It's exclusively a Colombian company,,,USD$1 - USD$999,No
1/17/2015 12:28:26,9 to 10 years,"ASP .NET, C#, CRM, Javascript",Ingeniero de Sistemas,Universidad distrital,80%,"I am employed full-time, I am an entrepreneur",It's a multinational with presence in Colombia,>= 1000 employees,Developer senior,"USD$2,000 - USD$2,999",No
1/15/2015 14:21:53,4 to 5 years,"HTML/CSS, Javascript, PHP, Ruby, SQL","I took some university classes, but did not graduate",EAM,70%,"I am employed full-time, I do freelance work",,,Ruby on Rails developer,"USD$3,000 - USD$3,999",No
1/15/2015 18:59:54,> 10 years,"ASP .NET, C#, HTML/CSS, SQL",Ingeniero de Sistemas,,90%,I am employed full-time,It's exclusively a Colombian company,,,"USD$1,000 - USD$1,999",No
1/17/2015 7:37:08,4 to 5 years,"HTML/CSS, Java, Mobile apps (Android), SQL, UML",Ingeniero de Sistemas,,90%,I am employed full-time,It's a multinational with presence in Colombia,>= 1000 employees,Desarrollador Intermedio,"USD$1,000 - USD$1,999",Yes
1/15/2015 12:13:08,4 to 5 years,"ASP .NET, C, C#, C++, Java, Mobile apps (Android), Mobile apps (Windows), Python, Ruby, Shell, SQL, UML, Visual Basic",Ingeniero de Sistemas,,80%,I am employed full-time,It's exclusively a Colombian company,200 to 499 employees,,"USD$2,000 - USD$2,999",Yes
1/16/2015 9:20:34,2 to 3 years,"HTML/CSS, Java, Mobile apps (Android), PHP, Ruby, SQL",Other degree,Tecnologo en sistematización de datos,30%,"I am employed full-time, I do freelance work, I am an entrepreneur",It's a company located outside of Colombia,100 to 199 employees,Web & mobile developer,"USD$1,000 - USD$1,999",No
1/17/2015 10:20:32,9 to 10 years,"C#, C++, Java, SQL, Swift",Ingeniero de Sistemas,USC,80%,I am employed full-time,It's exclusively a Colombian company,10 - 19 employees,Ing. de Software,"USD$2,000 - USD$2,999",Yes
1/15/2015 13:32:59,4 to 5 years,"ASP .NET, C, C#, C++, HTML/CSS, Java, Javascript, Mobile apps (Android), Ruby, SQL, UML, Visual Basic",Ingeniero de Sistemas,,100%,I am employed full-time,It's exclusively a Colombian company,< 10 employees,Ingeniero de software,"USD$1,000 - USD$1,999",No
1/15/2015 11:06:56,3 to 4 years,"C++, HTML/CSS, Java, Javascript, Mobile apps (Android), Mobile apps (iOS), Objective-C, PHP, Python, SQL, Visual Basic",I didn't attend a university,SENA,50%,"I am an entrepreneur, I'm only coding for fun",It's exclusively a Colombian company,< 10 employees,CTO,USD$1 - USD$999,Yes
1/15/2015 18:23:00,> 10 years,"ASP .NET, C, C#, C++, HTML/CSS, Java, Javascript, Mobile apps (Android), PHP, SQL, UML, Visual Basic",Ingeniero de Sistemas,Universidad Cooperativa de Colombia,60%,I am an entrepreneur,It's exclusively a Colombian company,< 10 employees,CTO,"USD$1,000 - USD$1,999",Yes
1/16/2015 15:29:08,9 to 10 years,"ASP .NET, C#, C++, Java, Javascript, Mobile apps (Android), PHP, SQL, UML, Visual Basic",Ingeniero de Sistemas,universidad del norte,50%,I am employed full-time,It's exclusively a Colombian company,>= 1000 employees,thecnical leader,"USD$2,000 - USD$2,999",No
1/15/2015 13:13:44,3 to 4 years,"C, C++, Mobile apps (iOS), Objective-C, UML",Ingeniero de Sistemas,fundacion universitaria de san gil - unisangil,80%,"I am employed full-time, I do freelance work",It's a multinational with presence in Colombia,>= 1000 employees,senior ios developer,"USD$1,000 - USD$1,999",No
1/15/2015 11:27:55,2 to 3 years,"ASP .NET, HTML/CSS, Java, Mobile apps (Android)",Other degree,Universidad Católica de Manizales,100%,I am employed full-time,It's exclusively a Colombian company,20 to 49 employees,ingeniero de desarrollo,USD$1 - USD$999,Yes
1/17/2015 6:16:45,7 to 8 years,"ASP .NET, BizTalk, C#, CRM, HTML/CSS, Java, Javascript, Mobile apps (Android), Mobile apps (Windows), PHP, Python, Ruby, SharePoint, SQL, UML, Visual Basic",I am still in high school,Universidad de Medellin,70%,"I am employed full-time, I do freelance work, I'm only coding for fun",It's a multinational with presence in Colombia,500 to 999 employees,Ingeniero de Proyectos,"USD$1,000 - USD$1,999",No
1/15/2015 10:40:24,2 to 3 years,"ASP .NET, HTML/CSS, Mobile apps (Android), PHP",Ingeniero de Sistemas,sena,60%,I am employed part-time,It's exclusively a Colombian company,,,"USD$8,000 - USD$8,999",Yes
1/15/2015 18:26:02,3 to 4 years,"ASP .NET, C, C++, Cobol, HTML/CSS, Java, Javascript, Matlab, Objective-C, Python, SQL",Other degree,ECI,50%,I am employed full-time,It's exclusively a Colombian company,200 to 499 employees,Analista Senior de Desarrollo,"> USD$10,000",No
1/15/2015 14:13:12,2 to 3 years,"HTML/CSS, Java, Javascript, Mobile apps (Android), PHP, SQL",Ingeniero de Sistemas,,50%,I am employed full-time,It's exclusively a Colombian company,10 - 19 employees,,USD$1 - USD$999,No
1/15/2015 10:18:32,3 to 4 years,"BPMN, HTML/CSS, Java, Javascript, Matlab, Mobile apps (Android), PHP, Python, Ruby, SQL, UML",Ingeniero de Sistemas,univalle ,70%,I am employed full-time,It's exclusively a Colombian company,20 to 49 employees,Expert S.A.S,USD$1 - USD$999,Yes
1/16/2015 8:04:30,3 to 4 years,"ASP .NET, C, C#, C++, HTML/CSS, Groovy, Java, Javascript, Mobile apps (Android), Mobile apps (Blackberry), Mobile apps (iOS), Mobile apps (Windows), PHP, Ruby, SQL, UML, Visual Basic",Ingeniero de Sistemas,Universidad Técnica Estatal de Quevedo,90%,"I am employed full-time, I do freelance work, I am an entrepreneur, I'm only coding for fun",,20 to 49 employees,Desarrollador Senior,"USD$2,000 - USD$2,999",No
1/15/2015 11:05:14,> 10 years,"C, C++, Erlang, HTML/CSS, Java, Javascript, Mobile apps (Blackberry), PHP, Python, R, Shell, SQL, UML",Ingeniero de Sistemas,Distrital,90%,"I am employed full-time, I do freelance work, I am an entrepreneur, I'm only coding for fun",It's a multinational with presence in Colombia,< 10 employees,,"USD$3,000 - USD$3,999",Yes
1/15/2015 13:21:48,1 to 2 years,"ASP .NET, HTML/CSS, Java, Mobile apps (Android), Mobile apps (iOS), PHP, Shell, SQL, UML",Ingeniero de Sistemas,,20%,I am employed full-time,It's a multinational with presence in Colombia,50 to 99 employees,ingeniero de desarrollo,"USD$1,000 - USD$1,999",No
1/16/2015 12:11:24,7 to 8 years,"ASP .NET, C#, HTML/CSS, Javascript, SQL",Ingeniero de Sistemas,,80%,I am employed full-time,It's a multinational with presence in Colombia,20 to 49 employees,,"USD$2,000 - USD$2,999",No
1/16/2015 4:10:25,2 to 3 years,"HTML/CSS, Javascript, PHP, UML",Other degree,SENA,80%,I do freelance work,It's exclusively a Colombian company,,,"USD$1,000 - USD$1,999",Yes
1/15/2015 11:26:26,4 to 5 years,"ASP .NET, C, HTML/CSS, Javascript, PHP, SQL, UML, Visual Basic",Ingeniero de Sistemas,,100%,I am employed full-time,It's a multinational with presence in Colombia,< 10 employees,,"USD$1,000 - USD$1,999",No
1/15/2015 17:53:22,3 to 4 years,"ASP .NET, C#, HTML/CSS, Java, Javascript, Mobile apps (Android), PHP, SQL, UML",Ingeniero de Sistemas,universidad Simón bolivar,80%,I am employed full-time,It's a multinational with presence in Colombia,>= 1000 employees,ingeniero de desarrollo,"USD$1,000 - USD$1,999",Yes
1/15/2015 15:19:13,3 to 4 years,"C#, Javascript, Perl, PHP, SQL, UML",Ingeniero de Sistemas,Universidad Distrital Francisco Jose de Caldas,90%,I am employed full-time,It's exclusively a Colombian company,20 to 49 employees,Desarrollador ,"USD$1,000 - USD$1,999",No
1/15/2015 19:53:51,5 to 6 years,C++,Ingeniero de Sistemas,"univalle, universidad tecnologica de pereira",50%,I am employed full-time,It's exclusively a Colombian company,200 to 499 employees,,"USD$1,000 - USD$1,999",No
1/16/2015 19:55:58,4 to 5 years,"HTML/CSS, Java, Javascript, Mobile apps (Android), PHP, SQL, UML",Ingeniero de Sistemas,universidad católica de Colombia,60%,I am employed part-time,It's exclusively a Colombian company,20 to 49 employees,,USD$1 - USD$999,No
1/16/2015 5:20:16,2 to 3 years,"ASP .NET, HTML/CSS, Javascript, Visual Basic",Ingeniero de Sistemas,Universidad de Caldas,100%,I am employed full-time,It's exclusively a Colombian company,200 to 499 employees,Analista de Desarrollo,"USD$1,000 - USD$1,999",Yes
1/15/2015 9:28:12,4 to 5 years,PHP,"I took some university classes, but did not graduate",,90%,I am employed full-time,It's a multinational with presence in Colombia,200 to 499 employees,,"USD$2,000 - USD$2,999",No
1/15/2015 11:05:49,5 to 6 years,"Java, PHP, SQL, UML, Visual Basic",Ingeniero de Sistemas,Icesi,30%,I am employed full-time,It's exclusively a Colombian company,200 to 499 employees,IT Enginner,"USD$2,000 - USD$2,999",No
1/15/2015 11:16:01,> 10 years,"BPMN, HTML/CSS, Java, Mobile apps (Android), PHP, Python, SQL, UML",Ingeniero de Sistemas,Universidad Distrital,90%,"I am employed full-time, I do freelance work",It's exclusively a Colombian company,50 to 99 employees,Ingeniero Desarrollador,"USD$1,000 - USD$1,999",No
1/16/2015 14:40:30,3 to 4 years,"BPMN, HTML/CSS, Java, Javascript, SQL, UML",Ingeniero de Sistemas,Universidad de los Andes,70%,I am employed full-time,It's exclusively a Colombian company,< 10 employees,Ingeniero líder ,"USD$1,000 - USD$1,999",No
1/21/2015 12:43:12,1 to 2 years,"ASP .NET, C#, HTML/CSS, Java, Javascript, Mobile apps (Android), Mobile apps (iOS), Objective-C, Ruby, SQL",Ingeniero de Sistemas,"Universidad de Los Andes, Bogota",80%,I am employed full-time,It's a company located outside of Colombia,200 to 499 employees,Ingeniero de desarrollo,"USD$2,000 - USD$2,999",No
1/15/2015 9:34:04,2 to 3 years,"Java, Python","I took some university classes, but did not graduate","José Antonio Páez (BTW I'm not Colombian, I'm Venezuelan)",60%,I am employed full-time,It's a multinational with presence in Colombia,20 to 49 employees,Backend Developer and DevOps - Mejorando.la,"USD$2,000 - USD$2,999",No
1/19/2015 12:27:18,1 to 2 years,"ASP .NET, C#, HTML/CSS, Java, Matlab, Python, SQL, UML","I took some university classes, but did not graduate",Universidad Manuela Beltrán,50%,I am employed full-time,It's exclusively a Colombian company,10 - 19 employees,,USD$1 - USD$999,No
1/15/2015 11:04:23,< 1 year,"HTML/CSS, Javascript, Ruby","I took some university classes, but did not graduate",,60%,I do freelance work,It's exclusively a Colombian company,,,"USD$1,000 - USD$1,999",No
1/16/2015 14:51:10,6 to 7 years,"HTML/CSS, Java, Javascript, Mobile apps (Android), Mobile apps (Windows), PHP, Ruby, SQL, Visual Basic","I took some university classes, but did not graduate",,60%,"I am employed part-time, I do freelance work, I am an entrepreneur",It's a company located outside of Colombia,< 10 employees,sr,"USD$1,000 - USD$1,999",No
1/18/2015 8:38:01,1 to 2 years,"HTML/CSS, Javascript","I took some university classes, but did not graduate",Universidad del Valle,30%,I am employed part-time,It's a multinational with presence in Colombia,< 10 employees,Web developer,USD$1 - USD$999,No
1/15/2015 14:12:14,1 to 2 years,"C++, HTML/CSS, Javascript, PHP","I took some university classes, but did not graduate",udea,80%,I'm only coding for fun,It's exclusively a Colombian company,,,USD$1 - USD$999,No
1/19/2015 15:49:04,4 to 5 years,Java,Ingeniero de Sistemas,,70%,I am employed full-time,It's a multinational with presence in Colombia,50 to 99 employees,,"USD$2,000 - USD$2,999",No
1/15/2015 11:00:31,9 to 10 years,"HTML/CSS, Mobile apps (Android), Perl, PHP, Python, Shell",I didn't attend a university,,60%,I do freelance work,It's a company located outside of Colombia,200 to 499 employees,,"USD$4,000 - USD$4,999",No
1/15/2015 16:28:54,5 to 6 years,"HTML/CSS, Javascript, PHP, SQL",Other degree,Universidad Nacional,90%,I am employed full-time,It's a multinational with presence in Colombia,20 to 49 employees,Senior UI Developer,"USD$2,000 - USD$2,999",No
1/15/2015 9:31:11,1 to 2 years,"BPMN, HTML/CSS, Java, Javascript, Python, UML",Ingeniero de Sistemas,Universidad católica de Colombia ,70%,I am employed full-time,It's a multinational with presence in Colombia,>= 1000 employees,Consultor tec,"USD$1,000 - USD$1,999",No
1/15/2015 9:37:42,5 to 6 years,"HTML/CSS, Java, Javascript, Mobile apps (iOS), Objective-C, PHP, SQL, UML",Ingeniero de Sistemas,Universidad de los Andes,80%,I do freelance work,It's a company located outside of Colombia,< 10 employees,iOS Developer,"USD$2,000 - USD$2,999",No
1/15/2015 9:45:24,> 10 years,"ASP .NET, Assembly, BPMN, C, C++, Cobol, HTML/CSS, Java, Javascript, Matlab, Mobile apps (Android), Mobile apps (Blackberry), Mobile apps (iOS), Objective-C, Perl, PHP, Python, R, Ruby, Scala, Shell, Smalltalk, SQL, UML, Visual Basic",Other degree,,100%,"I am employed full-time, I am employed part-time, I do freelance work, I am an entrepreneur, I'm only coding for fun",It's exclusively a Colombian company,>= 1000 employees,,"> USD$10,000",Yes
1/15/2015 9:56:57,6 to 7 years,"Javascript, Ruby",Ingeniero de Sistemas,,80%,I do freelance work,It's a company located outside of Colombia,,,"> USD$10,000",No
1/15/2015 9:57:27,> 10 years,"C, C++, HTML/CSS, Javascript, PHP",Ingeniero de Sistemas,,60%,"I do freelance work, I am an entrepreneur",It's exclusively a Colombian company,,,"USD$3,000 - USD$3,999",Yes
1/15/2015 10:04:55,7 to 8 years,"HTML/CSS, Javascript, Python, SQL","I took some university classes, but did not graduate",,10%,I am employed full-time,It's a company located outside of Colombia,10 - 19 employees,,"USD$1,000 - USD$1,999",No
1/15/2015 10:12:16,7 to 8 years,"BPMN, HTML/CSS, Java, Javascript, SQL",Ingeniero de Sistemas,Los Andes,100%,I am employed full-time,It's exclusively a Colombian company,20 to 49 employees,,"USD$2,000 - USD$2,999",No
1/15/2015 10:20:07,2 to 3 years,"Javascript, PHP, SQL",Ingeniero de Sistemas,,90%,I am employed full-time,It's exclusively a Colombian company,< 10 employees,,USD$1 - USD$999,No
1/15/2015 10:20:28,2 to 3 years,"C++, HTML/CSS, Java, Javascript, Mobile apps (Android), PHP, SQL, UML","I took some university classes, but did not graduate",,50%,I am employed full-time,It's exclusively a Colombian company,>= 1000 employees,analista de software,USD$1 - USD$999,Yes
1/15/2015 10:24:29,7 to 8 years,"HTML/CSS, Java, Javascript, PHP",Ingeniero de Sistemas,Universidad Nacional de Colombia - Sede Bogotá,80%,I am employed full-time,It's a multinational with presence in Colombia,50 to 99 employees,Head of Architecture,"USD$3,000 - USD$3,999",Yes
1/15/2015 10:29:11,9 to 10 years,"BPMN, Java, Javascript, Mobile apps (Android), SQL, UML",Ingeniero de Sistemas,,40%,"I am employed full-time, I do freelance work, I am an entrepreneur, I'm only coding for fun",It's exclusively a Colombian company,>= 1000 employees,,"USD$2,000 - USD$2,999",No
1/15/2015 10:33:39,9 to 10 years,"HTML/CSS, Javascript, Mobile apps (iOS), Objective-C, PHP, SQL, UML",Ingeniero de Sistemas,,30%,I am an entrepreneur,It's exclusively a Colombian company,10 - 19 employees,PM,"USD$3,000 - USD$3,999",No
1/15/2015 10:34:01,2 to 3 years,"C++, HTML/CSS, Javascript, PHP, SQL",Ingeniero en Multimedia,,20%,I am employed full-time,It's a multinational with presence in Colombia,< 10 employees,,USD$1 - USD$999,No
1/15/2015 10:41:02,6 to 7 years,"HTML/CSS, PHP, SQL, UML",Ingeniero de Sistemas,San Martin,40%,I am employed full-time,It's exclusively a Colombian company,50 to 99 employees,,"USD$2,000 - USD$2,999",Yes
1/15/2015 10:42:07,2 to 3 years,"HTML/CSS, Javascript, PHP, SQL",Other degree,,70%,I am employed full-time,It's exclusively a Colombian company,20 to 49 employees,Front End,USD$1 - USD$999,Yes
1/15/2015 10:43:57,3 to 4 years,"HTML/CSS, Java, Javascript, PHP, Python, SQL","I took some university classes, but did not graduate",UPTC,80%,I am employed full-time,It's a multinational with presence in Colombia,,,"USD$1,000 - USD$1,999",No
1/15/2015 10:45:42,1 to 2 years,"ASP .NET, Java, Javascript, PHP, SQL","I took some university classes, but did not graduate",,80%,I am employed full-time,It's exclusively a Colombian company,10 - 19 employees,Analista de desarrollo,USD$1 - USD$999,No
1/15/2015 10:52:02,9 to 10 years,"HTML/CSS, Javascript, Mobile apps (iOS), Objective-C, Python",Ingeniero de Sistemas,Universidad Distrital,70%,I am employed full-time,It's a multinational with presence in Colombia,50 to 99 employees,Frontend Architect,"USD$3,000 - USD$3,999",No
1/15/2015 10:52:12,3 to 4 years,"C, HTML/CSS, Java, Javascript, PHP, SQL, Visual Basic",Ingeniero de Sistemas,,80%,"I am employed full-time, I do freelance work, I'm only coding for fun",It's a company located outside of Colombia,500 to 999 employees,,"USD$1,000 - USD$1,999",Yes
1/15/2015 10:52:17,6 to 7 years,"HTML/CSS, Javascript",Other degree,,80%,I am employed full-time,It's a multinational with presence in Colombia,50 to 99 employees,sr UI developer,"USD$2,000 - USD$2,999",No
1/15/2015 10:53:45,4 to 5 years,"C, C++, Matlab, Python, Shell, SQL",Other degree,Universidad de los Andes,100%,I am employed full-time,It's a company located outside of Colombia,50 to 99 employees,Software Engineer,"USD$9,000 - USD$9,999",Yes
1/15/2015 10:57:38,> 10 years,"ASP .NET, C, C++, HTML/CSS, Java, Javascript, PHP",Ingeniero de Sistemas,"nacional, andes",50%,"I am employed full-time, I do freelance work",It's a multinational with presence in Colombia,100 to 199 employees,Product Manager,"USD$5,000 - USD$5,999",No
1/15/2015 11:00:32,4 to 5 years,"HTML/CSS, Javascript",Ingeniero de Sistemas,Universidad Nacional,90%,"I am employed full-time, I'm only coding for fun",It's exclusively a Colombian company,10 - 19 employees,Ingeniero de desarrollo,"USD$1,000 - USD$1,999",No
1/15/2015 11:01:47,3 to 4 years,"HTML/CSS, Java, Javascript",Ingeniero de Sistemas,Universidad Pedagogica y Tecnologica de Colombia,50%,"I am employed full-time, I do freelance work, I am an entrepreneur",It's a multinational with presence in Colombia,>= 1000 employees,Web Developer,USD$1 - USD$999,Yes
1/15/2015 11:02:22,9 to 10 years,"HTML/CSS, PHP, Ruby",Other degree,Universidad Distrital,40%,I am employed full-time,It's exclusively a Colombian company,20 to 49 employees,,"USD$3,000 - USD$3,999",No
1/15/2015 11:07:07,5 to 6 years,"C++, Go, Java, Mobile apps (Android), Mobile apps (iOS), Objective-C, Python",Ingeniero de Sistemas,Uniandes,80%,I am employed full-time,It's a company located outside of Colombia,>= 1000 employees,Software Engineer,"USD$8,000 - USD$8,999",Yes
1/15/2015 11:08:43,8 to 9 years,"ASP .NET, HTML/CSS, Java, Javascript, SQL, UML",Ingeniero de Sistemas,,100%,I am employed full-time,It's a company located outside of Colombia,10 - 19 employees,,"USD$4,000 - USD$4,999",Yes
1/15/2015 11:26:49,6 to 7 years,"HTML/CSS, Javascript, PHP, Python",Ingeniero de Sistemas,Universidad Nacional,80%,"I am employed full-time, I do freelance work",It's a company located outside of Colombia,10 - 19 employees,Frontend Developer,"USD$7,000 - USD$7,999",Yes
1/15/2015 11:27:19,3 to 4 years,"BPMN, HTML/CSS, Java, Javascript, PHP, UML",Ingeniero de Sistemas,Universidad de los Andes,40%,I am employed full-time,It's a multinational with presence in Colombia,20 to 49 employees,,"USD$2,000 - USD$2,999",Yes
1/15/2015 11:30:02,9 to 10 years,"ASP .NET, Assembly, C, C#, C++, Java, Javascript, Matlab, Mobile apps (Android), Mobile apps (iOS), Objective-C, PHP, Python, SQL, Visual Basic",Ingeniero de Sistemas,,90%,"I am employed part-time, I am an entrepreneur",It's exclusively a Colombian company,20 to 49 employees,,"USD$5,000 - USD$5,999",No
1/15/2015 11:40:38,3 to 4 years,"C++, HTML/CSS, Java, Javascript, Mobile apps (Android), PHP, SQL, Visual Basic",Ingeniero en Multimedia,,80%,"I am employed full-time, I do freelance work",It's a multinational with presence in Colombia,10 - 19 employees,Project Manager,"USD$1,000 - USD$1,999",Yes
1/15/2015 11:48:52,1 to 2 years,"Java, Javascript, PHP",Ingeniero de Sistemas,,80%,I am employed full-time,It's exclusively a Colombian company,< 10 employees,Developer,USD$1 - USD$999,No
1/15/2015 11:52:39,7 to 8 years,"HTML/CSS, Javascript",Other degree,Tadeo,80%,I am employed full-time,It's a multinational with presence in Colombia,50 to 99 employees,Sr front end developer,"USD$3,000 - USD$3,999",Yes
1/15/2015 11:55:16,9 to 10 years,"ASP .NET, C#, SQL",Ingeniero de Sistemas,universidad de medellin,80%,I am employed full-time,It's a multinational with presence in Colombia,< 10 employees,,"USD$1,000 - USD$1,999",No
1/15/2015 12:01:59,> 10 years,"C, C++, Java, Javascript, Perl, PHP, SQL, UML",Ingeniero de Sistemas,"Universidad Nacional, Universidad de Los Andes",70%,I am employed full-time,It's a company located outside of Colombia,10 - 19 employees,Tech Architect,"USD$4,000 - USD$4,999",No
1/15/2015 12:12:25,3 to 4 years,"ASP .NET, C#, HTML/CSS, Javascript, PHP, SQL, UML",I am still in high school,,10%,I do freelance work,,,,"USD$8,000 - USD$8,999",Yes
1/15/2015 12:13:16,< 1 year,"ASP .NET, C#, Java, Mobile apps (Windows)",Ingeniero de Sistemas,Universidad de los Andes,80%,I am employed full-time,It's exclusively a Colombian company,20 to 49 employees,Ingeniero de Desarrollo,"USD$1,000 - USD$1,999",No
1/15/2015 12:14:46,< 1 year,"ASP .NET, C#, Java, Mobile apps (Windows)",Ingeniero de Sistemas,Universidad de los Andes,100%,I am employed full-time,It's a company located outside of Colombia,>= 1000 employees,Software Developer,"USD$8,000 - USD$8,999",Yes
1/15/2015 12:18:26,6 to 7 years,"ASP .NET, C#, HTML/CSS, Mobile apps (Android), Mobile apps (iOS), Mobile apps (Windows), SQL, UML",Ingeniero de Sistemas,USC,40%,"I am employed full-time, I am an entrepreneur",It's exclusively a Colombian company,,,"USD$2,000 - USD$2,999",Yes
1/15/2015 12:18:28,5 to 6 years,"HTML/CSS, Javascript, Objective-C, PHP, Ruby","I took some university classes, but did not graduate",,70%,I am employed full-time,It's a company located outside of Colombia,10 - 19 employees,,"> USD$10,000",Yes
1/15/2015 12:21:42,> 10 years,"ASP .NET, C#, Java, Javascript, Mobile apps (Windows), SQL, Visual Basic",I didn't attend a university,,90%,I am employed full-time,It's exclusively a Colombian company,200 to 499 employees,seniors developer,"USD$1,000 - USD$1,999",No
